hoa_label,latitude,longitude,legalAcreage,imprvActualYearBuilt,ShapeSTLength,ShapeSTArea,improvementValue,propType,situs_city,compactness,has_sidewalk
1.0,33.12603136693272,-97.05857529509494,0.1837,2015.0,365.4551330295632,8073.761832852036,435203.0,R,HICKORY CREEK,16.54215928369501,True
1.0,33.136452224753306,-96.86360950672704,0.1478,2009.0,356.5100921395078,6461.871809820819,545569.0,R,FRISCO,19.66913760253697,False
1.0,33.241590544441,-96.86341048747018,0.2,2023.0,396.3927650690081,8763.863648400853,741132.0,R,PROSPER,17.928990055399243,False
1.0,33.26074798253086,-96.886408933562,0.132,2019.0,328.4392693888253,5728.341176482241,328966.0,R,CELINA,18.83134232987664,False
0.0,33.0266215488529,-96.91537031268945,0.9272,0.0,1135.5733896984866,39333.38547222802,0.0,R,CARROLLTON,32.78453934004238,False
1.0,33.18687928628093,-96.9076760135885,0.1747,2012.0,362.227977607156,7617.31842637609,245592.0,R,LITTLE ELM,17.22510474382158,False
1.0,32.994176695528424,-97.39002450397516,0.2435,2022.0,408.4390707101409,10551.684436095878,382834.0,R,FORT WORTH,15.810032558582446,False
1.0,32.99728903663548,-97.26354629128696,0.1945,2020.0,401.0181802792603,8916.646823405074,481150.0,R,ROANOKE,18.035432388369216,False
1.0,33.13995259909249,-96.89687435812748,0.1812,2007.0,369.5886811152303,8155.334430170056,423604.0,R,FRISCO,16.749257112396194,False
1.0,33.28314188014907,-96.88322334031449,0.1374,2023.0,334.3373611759672,5988.910983603738,221878.0,R,CELINA,18.66474078244628,False
1.0,33.25678093309979,-96.90724976078572,0.1377,2021.0,338.03055780703727,5946.396321101983,222453.0,R,AUBREY,19.215782440508654,False
1.0,33.07039514166143,-97.22648210908548,0.1832,2019.0,383.8307749018169,7914.934065940496,413939.0,R,ARGYLE,18.613681748241213,False
1.0,33.206424765948306,-96.9904559377477,0.1368,2015.0,336.4737657580515,5813.960460659997,244965.0,R,AUBREY,19.472886994926704,False
1.0,33.07506861137382,-97.1101225220566,0.1867,2015.0,392.7141073748864,8286.036464133522,448312.0,R,ARGYLE,18.612562326852025,False
1.0,33.1177392173125,-96.91356489021548,0.1177,2013.0,301.3851483317557,5096.150419112812,506700.0,R,THE COLONY,17.8238474465531,False
0.0,33.340752953122845,-97.3071347298327,26.74,0.0,5045.962447303254,991729.9670636108,0.0,R,SANGER,25.67406236093045,False
1.0,33.02015115963578,-97.22491306183632,0.2544,2008.0,432.7343727947765,10913.73741532354,407250.0,R,ROANOKE,17.15810361491432,True
1.0,33.22690234956653,-96.85022069394742,0.212,2018.0,408.9300119985115,9352.173692196817,506625.0,R,PROSPER,17.880736630525735,False
1.0,33.12089150568157,-96.89674480815712,0.1809,2006.0,344.4006253814211,7205.401460459933,436949.0,R,FRISCO,16.461510356362954,False
1.0,33.04702514245682,-97.03377155938738,0.239,2006.0,449.22174104875575,10514.908864395433,282379.0,R,LEWISVILLE,19.191813760192595,False
1.0,33.18523608493906,-96.97353421830024,0.191,2020.0,392.70539918541976,8568.95378157727,418465.0,R,OAK POINT,17.997241492997453,False
1.0,33.158837675875304,-96.8799095723672,0.223,2005.0,398.3458724871584,9634.68983416861,652579.0,R,FRISCO,16.469594440374436,False
0.0,32.99837270402586,-97.38058112509786,19.7649,0.0,9550.541644342082,865256.2868361765,0.0,R,,105.41714297602344,False
1.0,33.265525725730946,-96.84085040342605,0.143,2022.0,346.76552620508824,6169.991898102643,319982.0,R,PROSPER,19.488895958075588,False
1.0,33.11673419079624,-96.87774533260504,0.2056,2005.0,401.1578809784942,9417.471383203603,679067.0,R,FRISCO,17.088201165991958,False
1.0,33.02789793672419,-96.90776569737366,0.2443,2008.0,442.77603316876906,11124.053862488418,786028.0,R,LEWISVILLE,17.62402609445968,False
1.0,33.21394975692367,-96.93146848020795,0.1205,2008.0,307.78112336995616,5116.531421727461,259137.0,R,LITTLE ELM,18.51434342816747,True
1.0,33.15978533140063,-96.85860625829822,0.1956,2005.0,374.8947041248684,8086.621605859868,538386.0,R,FRISCO,17.38006871485463,False
1.0,33.05236260563966,-97.3379543668904,0.1997,2023.0,410.2877177758904,8703.13769569328,410010.0,R,,19.34199104319,False
0.0,33.39610924682382,-96.87338163009996,10.0,0.0,3833.3409379079226,436229.08257735264,0.0,R,,33.68528906743659,False
1.0,33.02236560395264,-97.23325574078704,0.1823,2012.0,379.0382385078326,7833.179500977731,362283.0,R,ROANOKE,18.34120949649984,False
1.0,33.14358358007626,-97.18527358831648,0.126,2022.0,319.99991252735776,5499.997064660961,404444.0,R,,18.61818157603488,False
1.0,33.20651119107795,-96.89593249169305,0.13,2013.0,329.7461119856826,5861.256827700754,312162.0,R,LITTLE ELM,18.551055100639186,False
0.0,33.321729736035415,-97.02766646112002,10.5385,0.0,2998.9524670026312,167133.78048477764,0.0,R,PILOT POINT,53.811478883889095,False
1.0,33.1829357789943,-96.92277559046587,0.1786,2012.0,378.3221601674845,8359.250149797872,317061.0,R,LITTLE ELM,17.122068882847426,False
1.0,33.207218921670766,-96.88891783722984,0.132,2015.0,330.26730984318016,5782.274591714153,460397.0,R,LITTLE ELM,18.863942592307,False
1.0,33.052101095744035,-96.9092280091614,0.1877,2010.0,403.49797085214414,8197.861466114078,545041.0,R,THE COLONY,19.86013220091321,False
1.0,33.09125145400685,-97.22596220774643,0.147,2023.0,343.99379051083883,6245.927530147742,388433.0,R,ARGYLE,18.94542121067739,False
1.0,32.991764365689924,-97.37343245062333,0.168,2013.0,355.03903658694827,7352.796399001064,254788.0,R,HASLET,17.14350713120707,False
1.0,33.03568312238437,-96.91703783764692,0.1653,2005.0,344.1214253793764,6812.381591211313,477464.0,R,THE COLONY,17.382989167533914,False
1.0,33.24529098861246,-96.96970993002776,0.1263,2017.0,323.3598402518508,5611.513415461147,285445.0,R,AUBREY,18.63340217624869,False
1.0,33.29355243924349,-96.99021949458322,0.18,2006.0,374.5525364571483,7841.193635465055,194609.0,R,AUBREY,17.89135801110247,False
1.0,33.106298950459546,-97.12021372347624,0.1275,2007.0,345.30435846660856,6099.001646232736,411208.0,R,ARGYLE,19.54993733272492,False
1.0,33.116951467978474,-97.23745350967836,0.132,2018.0,319.8236841965562,5481.171442386933,316791.0,R,ARGYLE,18.66155621078596,True
1.0,32.99598145470578,-97.37686844670375,0.189,2019.0,369.3983446208869,8309.010049849452,266745.0,R,HASLET,16.422550483149784,False
1.0,32.998573958584295,-96.97403094790585,0.0454,2015.0,189.3715767869303,1805.9190997570097,362166.0,R,LEWISVILLE,19.857807639109357,True
1.0,33.20990488553344,-96.94222435710874,0.1263,2009.0,325.0145538774335,5767.778265835335,260041.0,R,LITTLE ELM,18.31458411947955,False
1.0,33.14497765871991,-97.08836803879734,0.2388,2014.0,430.5424802436141,11015.364090394438,421201.0,R,CORINTH,16.828025453644834,True
1.0,33.12771189303171,-97.0579465508393,0.165,2023.0,357.7406969600462,7131.167946639063,381628.0,R,,17.946345846724327,False
1.0,33.34865425139026,-97.1714307047084,0.1446,2006.0,328.803307773049,6197.454163327308,163475.0,R,SANGER,17.44452033905082,False
1.0,33.10788035790876,-96.86954382216244,0.2272,2021.0,405.0726936993725,9994.096941132471,849755.0,R,FRISCO,16.41808040760035,False
0.0,33.19023174014266,-97.14108690792632,1.464,0.0,1292.926342125032,63768.72658133351,823103.0,R,DENTON,26.214394042018483,False
1.0,33.2465297965425,-96.93730401304188,0.158,2023.0,358.8917657743814,6805.81468872188,176466.0,R,PROVIDENCE VILLAGE,18.925478496218425,False
1.0,33.19870834842602,-96.8849529622872,0.1446,2005.0,331.8647810674468,6275.903863703636,303185.0,R,LITTLE ELM,17.54874442068815,False
1.0,33.25220627705672,-96.94163958887094,0.1359,2019.0,336.74336813485326,5917.975417292862,256930.0,R,AUBREY,19.16129892183256,False
1.0,33.135720089627746,-97.23388289202548,0.22,2014.0,407.98196050429465,9619.319925677586,557843.0,R,DENTON,17.303643228728887,False
1.0,33.07983990381668,-97.018206987146,0.1336,2017.0,317.41599533965206,5906.854727459634,2887.0,R,LEWISVILLE,17.0569480283787,False
1.0,33.145729778398255,-97.24633759121394,0.219,2022.0,406.7551687332313,9508.331782444247,637879.0,R,DENTON,17.400504218487455,False
1.0,33.177817812191805,-97.28007449807976,0.155,2016.0,344.13573555945345,6740.588214098701,269546.0,R,PONDER,17.569594926647145,True
1.0,33.01413598845834,-97.19303705805495,0.1928,2009.0,384.5452912534346,8590.615826006566,481216.0,R,TROPHY CLUB,17.21356000783125,False
1.0,33.14330209460684,-96.8974791475181,0.1377,2006.0,343.37078038153817,6046.1491212314,266216.0,R,FRISCO,19.500592932086576,False
1.0,33.074764202539285,-97.21253243694186,0.1464,2015.0,346.2444734495396,6371.96769090893,491568.0,R,ARGYLE,18.814476345414096,False
1.0,33.172028064216946,-97.08268304551711,0.022,2023.0,127.9999860683396,879.9992489007611,212942.0,R,DENTON,18.618193656370703,False
1.0,33.22727461853226,-96.9023398603448,0.1836,2005.0,350.72966970226906,7683.295953880841,317717.0,R,AUBREY,16.010225552658767,False
1.0,33.0892226963986,-97.25169525152856,0.19,2021.0,375.9998134258782,8259.996663786143,518273.0,R,Northlake,17.115728425911083,False
1.0,33.205266176828886,-96.98395173825791,0.1288,2005.0,339.90995945491073,6105.854692196755,202535.0,R,AUBREY,18.922622034274237,False
1.0,33.18196302237168,-96.87417115578752,0.2702,2005.0,458.5735847221397,12008.568099458143,438702.0,R,FRISCO,17.51164092698131,False
1.0,33.11423198512338,-97.22696309659982,0.163,2018.0,357.7362970940718,7186.792088802015,460024.0,R,ARGYLE,17.807007170553966,True
1.0,33.032885973820456,-97.10420909300989,0.1956,2006.0,373.7852989522988,8249.304823112576,449124.0,R,FLOWER MOUND,16.936633171974705,False
1.0,33.158533196359315,-97.09611110960272,0.1765,2006.0,406.1086152425533,8769.127976604816,296902.0,R,DENTON,18.807366914273118,True
1.0,33.212915065128726,-96.87975703025144,0.187,2018.0,383.64141412863614,8287.051994331623,423803.0,R,FRISCO,17.760324749415343,True
1.0,33.00857039956266,-97.04197862091073,0.23,2018.0,407.4942221899697,10008.835218836415,522628.0,R,FLOWER MOUND,16.59049604550417,False
1.0,33.05180663404985,-96.89450266064924,0.1571,2019.0,356.15952527363964,6924.322978340244,617846.0,R,LEWISVILLE,18.319423839693584,False
0.0,33.20415140082972,-96.93039599935288,1.542,0.0,1538.037866212661,71772.26239296947,0.0,R,,32.9592575046891,False
1.0,33.200108296690985,-96.89009211546345,0.1566,2008.0,352.99273960505263,7095.179895910448,405441.0,R,LITTLE ELM,17.561763907593132,False
1.0,33.25294914590976,-96.943446809938,0.1584,2020.0,349.9477113498142,6897.934879588769,227043.0,R,AUBREY,17.753632473589505,False
1.0,33.265703649487634,-97.10562923022948,0.133,2022.0,335.03523192598027,5849.447737259955,312413.0,R,DENTON,19.189607578967067,True
1.0,33.018393625546665,-97.30263109362508,0.1391,2007.0,337.7099919680469,6291.254964166304,228842.0,R,FORT WORTH,18.12802681256005,False
1.0,33.17002159048033,-97.07837347802338,0.128,2015.0,320.99298141873254,5554.216547966569,245656.0,R,DENTON,18.551040138650883,True
1.0,33.20010560281113,-96.88988931598873,0.1566,2011.0,352.48813294102075,7090.573811994162,340624.0,R,LITTLE ELM,17.52296600510292,False
1.0,33.20526777234748,-96.97164518191724,0.165,2020.0,359.34774922942984,7160.31088313606,443935.0,R,LITTLE ELM,18.034245577295483,False
1.0,33.20413647325794,-96.9869076089692,0.1936,2015.0,411.84842009290514,8576.935518384596,262738.0,R,AUBREY,19.776191714330224,False
1.0,33.15634441840934,-96.85877897922452,0.2149,2005.0,390.8663383182245,9158.59044931373,558373.0,R,FRISCO,16.68122352187334,False
1.0,33.18023882832615,-96.97556605933426,0.1865,2006.0,382.9339902992901,8226.405561900772,218777.0,R,OAK POINT,17.82533572203981,False
1.0,33.12169475627369,-97.23102999635378,0.149,2023.0,345.9886611448571,6476.677910706821,534852.0,R,NORTHLAKE,18.4829561221374,False
1.0,33.24856942903428,-96.93805498162516,0.145,2023.0,338.7570475266501,6257.941531255108,303274.0,R,PROVIDENCE VILLAGE,18.337713236185717,False
1.0,33.2610607802751,-96.886238002925,0.132,2020.0,327.0475533847175,5605.974547446891,329775.0,R,CELINA,19.07966246897109,False
1.0,33.23357683162165,-96.86912480623154,0.2289,2017.0,416.7729575158926,10148.312826278212,560385.0,R,PROSPER,17.116115859846484,False
0.0,33.292349131044816,-97.14612142184784,33.08,0.0,6097.674504104659,1448306.318741304,0.0,R,SANGER,25.672493364747496,False
1.0,33.1773817161426,-96.86166849109016,0.1715,2007.0,362.3452731077098,7599.9422993107055,486144.0,R,FRISCO,17.275670231786997,False
1.0,33.14074674303972,-96.87004423430612,0.2336,2018.0,401.37851317389055,10014.556007780233,879780.0,R,FRISCO,16.08705475435177,False
1.0,33.2532000118057,-96.93382165436284,0.1305,2024.0,317.08940613638464,5852.331735762779,206509.0,R,PROVIDENCE VILLAGE,17.18044978029944,False
1.0,33.15970932538561,-97.09366258545698,0.168,2005.0,359.5758855508256,7171.031028690518,253667.0,R,DENTON,18.03015730267599,True
0.0,33.245816542721045,-97.11724255404891,0.833,1940.0,1204.0832228821062,43347.7265148094,280892.0,R,DENTON,33.446192550163886,False
1.0,33.15169768883541,-97.08345602934529,0.1653,2005.0,372.16700509473935,7648.532260234756,309472.0,R,CORINTH,18.109131918198447,True
1.0,33.12469418844561,-97.0226854888312,0.155,2010.0,336.18446085862723,6786.958293681273,184486.0,R,LAKE DALLAS,16.652524861988415,False
1.0,33.14178748276956,-96.9160481853917,0.1148,2007.0,304.99760628668645,5120.686665418693,186969.0,R,FRISCO,18.1662237740146,False
1.0,33.24348413042947,-96.9177617776037,0.173,2019.0,354.4304941372574,7475.095828997201,351546.0,R,AUBREY,16.805266186297544,False
0.0,33.24675015729058,-97.05287937626257,2.02,1987.0,2166.3496290211906,86710.8206337811,253169.0,R,DENTON,54.12324183830763,False
1.0,33.07506809068598,-97.2298514295989,0.1377,2016.0,339.9999070460977,5999.989192811859,337463.0,R,ARGYLE,19.266690835017965,False
1.0,33.22697873178297,-96.89222644150774,0.1761,2020.0,391.1119395013321,7849.534553376936,305298.0,R,PROSPER,19.487594860600403,False
1.0,33.21136259323089,-96.91968864222842,0.1231,2017.0,309.8863605583676,5220.191418683095,306637.0,R,LITTLE ELM,18.395792176589595,False
1.0,33.03378066882669,-97.38472500654414,0.132,2022.0,329.9991851963997,5749.958064550462,258456.0,R,,18.939175035322904,False
1.0,33.16798039946655,-97.07517155253788,0.1263,2005.0,315.61671907829486,5353.950743063216,251901.0,R,DENTON,18.605683567561936,True
1.0,33.21763978931918,-97.10181742308116,0.21,2014.0,398.4381511552222,8785.36369215936,257277.0,R,DENTON,18.07016372443105,True
1.0,33.37580852148091,-97.1596508876738,0.22,2017.0,426.5669703437567,9692.734865791856,249891.0,R,SANGER,18.772759464455447,False
1.0,33.22531323756594,-96.93286247190396,0.1212,2008.0,307.15139643465847,5023.690423423717,230293.0,R,AUBREY,18.77941759545472,False
0.0,33.11798798561183,-97.1854072733467,1.0087,0.0,1263.6773623692918,38872.031093732025,0.0,R,ARGYLE,41.08044862163381,False
1.0,33.224789785064466,-96.9204651133145,0.1354,2016.0,338.4551618562076,5982.562099803266,313257.0,R,AUBREY,19.147631846709736,False
1.0,33.20850107179003,-96.9445958102986,0.1591,2015.0,349.4023425662017,7109.220958583474,296697.0,R,LITTLE ELM,17.172345282551806,False
1.0,33.05284138708425,-97.3394374550712,0.1435,2022.0,349.944852756159,6248.023581483409,496270.0,R,,19.60002205072583,False
1.0,33.175013868606655,-96.89203342865348,0.1863,2006.0,384.2574373911513,8596.132681642972,418721.0,R,LITTLE ELM,17.17676816526215,False
1.0,33.204345806297184,-96.94969972637612,0.1467,2006.0,325.10987174176074,5846.261948225296,279493.0,R,LITTLE ELM,18.079317971037813,False
1.0,33.19194143770837,-96.87353283944266,0.22,2005.0,396.687230189269,9366.32427016991,434064.0,R,FRISCO,16.800695134632523,False
1.0,33.021337125025404,-97.33306551570392,0.191,2020.0,385.2041015546232,8191.462072004906,271320.0,R,JUSTIN,18.114250978664067,False
1.0,33.19677929085593,-96.9870550194642,0.186,2014.0,389.7696594151421,8072.163527876777,284567.0,R,AUBREY,18.820281189292945,False
1.0,33.11700019386258,-96.9105198769949,0.138,2019.0,339.519996768403,5993.6779136584,569426.0,R,THE COLONY,19.232569695300157,False
1.0,33.10346163116226,-96.8974815626196,0.1434,2024.0,355.2243500271913,6380.575908100447,234899.0,R,THE COLONY,19.77632437411229,False
1.0,33.199561532152245,-96.95026567317828,0.1377,2017.0,339.25475598926226,6000.36530553359,260996.0,R,LITTLE ELM,19.18113041470881,False
1.0,33.02714451935631,-96.85447002418884,0.0283,2017.0,155.48078221989243,1237.6311268161307,348009.0,R,CARROLLTON,19.532696872208746,False
1.0,33.04406627301522,-97.37201005763497,0.1263,2023.0,319.0581162325741,5464.95823569362,217126.0,R,FORT WORTH,18.627421682566336,False
1.0,33.210086310577,-96.96436786298264,0.1393,2023.0,342.81576738218035,6069.91966761556,344903.0,R,LITTLE ELM,19.36148364414837,False
1.0,33.12308013825636,-96.87288532113168,0.16,2015.0,348.2869510030675,7176.306388889776,456062.0,R,FRISCO,16.90337531112292,True
1.0,33.18396075127395,-96.90924664289588,0.1791,2015.0,377.6645359599192,8307.10461051277,289594.0,R,LITTLE ELM,17.169700925797894,False
1.0,33.2405488903831,-96.96592556031229,0.1355,2012.0,335.46980263784206,6125.648369232586,248039.0,R,AUBREY,18.37193088769664,False
1.0,32.99913751576979,-97.36973008935053,0.1263,2021.0,319.9894818027372,5499.64093226038,260354.0,R,HASLET,18.61817339087629,False
1.0,33.22686939215961,-96.9141630431608,0.1409,2014.0,334.75439297964505,5933.5011825468255,226675.0,R,AUBREY,18.886067461955257,True
1.0,33.238376240725,-96.97050930770448,0.1263,2010.0,323.0516129338093,5686.006682660079,240861.0,R,PROVIDENCE VILLAGE,18.35424234329461,False
1.0,33.04504792961559,-97.32324603055682,0.13,2005.0,321.3267771834683,5571.5786024594045,211696.0,R,JUSTIN,18.531713380035114,False
1.0,33.04586820084839,-96.91133952281244,0.1791,2010.0,383.9354513648627,7719.296051960362,595357.0,R,THE COLONY,19.095838509433264,False
1.0,33.141478869236664,-96.90451759555872,0.141,2009.0,333.94552887140736,6187.155145687538,287711.0,R,FRISCO,18.02437689491808,False
1.0,32.99465187783628,-96.991517113255,0.1273,2018.0,322.30985533624204,5484.993886082309,464604.0,R,LEWISVILLE,18.9396095974628,False
1.0,33.13256817600321,-96.85645668778491,0.197,2020.0,390.3268781671138,8501.05677036462,727798.0,R,FRISCO,17.921897939889917,True
1.0,33.11327358170876,-97.23731519323783,0.132,2018.0,333.3604523445543,5853.289859511458,394969.0,R,ARGYLE,18.98576592901572,False
1.0,33.13430074139319,-96.86165270584398,0.1452,2007.0,350.52499325079657,6707.847440997045,509415.0,R,FRISCO,18.31701927842415,False
1.0,33.207033582928496,-96.97638569189128,0.1341,2015.0,355.4205331774268,6640.955880750919,286393.0,R,AUBREY,19.021923601432267,False
1.0,33.15027684268352,-97.09173467309544,0.1595,2006.0,337.8869146212055,6739.522373692192,262067.0,R,DENTON,16.940008615134555,True
1.0,33.04071089247979,-96.86882308329098,0.088,2020.0,260.43734205670273,3837.927345975447,401567.0,R,CARROLLTON,17.67297893449854,False
1.0,33.19283988839095,-96.9663893298908,0.138,2022.0,339.68021332013046,5988.723748714319,336741.0,R,OAK POINT,19.266650485586364,False
1.0,33.13339939626357,-97.24821243969824,0.1928,2012.0,415.0050554913139,9625.156929137236,400581.0,R,DENTON,17.893650706304538,False
1.0,33.18689427406055,-96.85725962123792,0.158,2021.0,360.8358099614822,6911.088789803465,721357.0,R,FRISCO,18.839648239313323,False
1.0,33.24287076871977,-96.84651488412304,0.145,2016.0,341.82065364014704,6382.245206431983,473224.0,R,PROSPER,18.307250109604915,False
1.0,33.17868023818072,-96.84607099984996,0.291,2013.0,453.93007453464446,12746.956157644352,510783.0,R,FRISCO,16.164840454358835,True
1.0,33.282947508196344,-96.88451762730244,0.145,2023.0,340.2847846364736,6321.174737743304,497646.0,R,CELINA,18.31838850517685,False
1.0,33.208887328253674,-96.86695106871682,0.233,2021.0,414.4332322666563,10040.925534339684,599743.0,R,FRISCO,17.105485288143147,False
1.0,33.211751972193674,-96.88941476844444,0.186,2017.0,380.2465484309963,8148.303684865255,687484.0,R,FRISCO,17.74448316920787,False
1.0,33.18380154673896,-96.8710353634452,0.2204,2013.0,391.9104649914629,9219.51986397896,549710.0,R,FRISCO,16.65963247933571,False
1.0,33.11500996394225,-97.2437580993902,0.14,2021.0,342.6666398170585,6035.021897031032,346739.0,R,ARGYLE,19.456503728889444,False
1.0,33.09940121950206,-97.1861983793042,0.1377,2022.0,341.3716332004717,6076.498737957392,407162.0,R,ARGYLE,19.177917577109604,False
1.0,33.051486090702504,-97.33036773519144,0.1377,2023.0,339.94670038094097,5998.123035832374,212152.0,R,JUSTIN,19.26665365307102,False
1.0,33.24273798262207,-96.85225437884998,0.17,2018.0,365.5892281070804,7527.6492987268575,474037.0,R,PROSPER,17.755275040580848,False
1.0,33.21577701035466,-96.86739977998202,0.153,2019.0,354.5316413262576,6761.191385626651,519818.0,R,FRISCO,18.59031604528977,False
1.0,33.191888475363214,-96.89295569934318,0.1743,2011.0,370.393677376355,7663.087453327437,410011.0,R,LITTLE ELM,17.902898417374654,False
1.0,33.23781910014492,-97.10209811043342,0.088,2017.0,248.709900494784,3810.292990407464,257540.0,R,DENTON,16.234083510074267,False
1.0,33.01802614514795,-97.30814759418236,0.13,2018.0,318.8898756382512,5542.911351561383,259902.0,R,FORT WORTH,18.346090408957025,False
1.0,33.172574341828614,-97.1438069872558,0.2227,2011.0,395.1906930294709,9749.489931385666,280186.0,R,DENTON,16.01885687930719,False
1.0,33.18696386411383,-96.96400090798076,0.177,2018.0,364.5696519985732,7560.795474271179,443640.0,R,LITTLE ELM,17.57897454185172,False
1.0,33.11807482046435,-96.88632908186872,0.18,2013.0,373.0534707322748,7898.700151772973,592390.0,R,FRISCO,17.619214472163222,False
1.0,33.2539726828865,-96.91233664733608,0.1377,2020.0,338.891647456616,5977.058046333965,309815.0,R,AUBREY,19.214728688522804,False
1.0,33.14045393079579,-96.9015166042206,0.1812,2007.0,383.1933232667896,7700.004749155892,407685.0,R,FRISCO,19.06974447156584,False
1.0,33.13156768204753,-97.20105955567637,0.2327,2019.0,445.9653883558652,10195.358109321138,324587.0,R,ARGYLE,19.507419501975736,True
1.0,33.198560846441254,-96.9401608583325,0.143,2023.0,351.2504484691818,6319.807701185716,230753.0,R,LITTLE ELM,19.52225184425366,False
1.0,33.14632439656458,-97.0789507875782,0.2659,2018.0,431.50582813643456,11575.530400611662,412202.0,R,CORINTH,16.085420993397534,True
1.0,33.23865542753145,-96.8805271516002,0.266,2024.0,427.51206665939327,11460.131332656789,682000.0,R,,15.948034261926296,False
1.0,33.19626452227238,-96.89353800635314,0.1377,2011.0,340.91709861151605,6142.839633172906,355140.0,R,LITTLE ELM,18.92031618374868,False
1.0,33.13767655890617,-97.25327671488728,0.2872,2006.0,472.3360751828027,13070.78899168746,361697.0,R,DENTON,17.068699376983172,False
1.0,33.13602286597549,-97.18984828126484,0.1277,2006.0,317.9997788838897,5563.996831211519,286640.0,R,ARGYLE,18.174679540244053,False
1.0,33.18403783986307,-96.87520644814906,0.1816,2005.0,366.8105940906045,7697.157892238506,499594.0,R,FRISCO,17.480479655065526,False
1.0,33.18022387017369,-97.05724823800824,0.2089,2015.0,387.686845245678,9092.591560214549,463153.0,R,DENTON,16.530060652256967,False
1.0,33.13642218163995,-96.92335014877538,0.132,2012.0,333.07397911798535,5811.217271410275,358063.0,R,FRISCO,19.090367884070776,False
0.0,33.0859828875248,-96.89407727611142,1.775,0.0,2608.5710095139466,120758.14656662157,0.0,R,THE COLONY,56.3493470639062,False
1.0,33.21400826164883,-96.891912730097,0.206,2021.0,397.59250341227954,9000.251914758792,603167.0,R,FRISCO,17.56393046181531,False
1.0,33.0443063350486,-96.90515965967026,0.0968,2011.0,262.86662801996926,4018.940394452098,406440.0,R,THE COLONY,17.193304041526876,False
1.0,33.019676446970166,-97.30915646623872,0.1263,2017.0,316.7733438926741,5355.844106040371,295888.0,R,FORT WORTH,18.735674417366997,False
1.0,33.14110987227573,-97.09208927226793,0.28,2005.0,441.8303124163655,11698.106456886142,359395.0,R,CORINTH,16.687660151616207,True
1.0,33.04525456982012,-96.99523375266786,0.028,2021.0,140.5714149683855,1190.0167638106725,352468.0,R,LEWISVILLE,16.605079278830935,False
1.0,33.20802286144042,-96.89011039022948,0.185,2014.0,385.3603726233448,8150.364754923663,470541.0,R,LITTLE ELM,18.220364517881517,False
1.0,33.205735190813044,-96.90175142802268,0.1455,2016.0,343.2540473818766,6223.145668876486,495609.0,R,LITTLE ELM,18.93308421708714,False
1.0,33.137315612417694,-96.90071916547944,0.1972,2008.0,398.91823739927145,9231.575672431532,518725.0,R,FRISCO,17.238201340316397,False
1.0,33.23955339407105,-96.96517584026,0.132,2006.0,318.0116719782959,5171.553547247226,238979.0,R,AUBREY,19.555327541423733,False
1.0,33.199553843635165,-96.97972203728312,0.1116,2016.0,308.1406358255832,4931.922217693135,254261.0,R,AUBREY,19.252260529649444,False
1.0,33.102845893005664,-97.23117438300956,0.1838,2017.0,381.2089243054257,7984.330571602069,559225.0,R,ARGYLE,18.200679777333047,True
1.0,33.24384539940863,-97.09370822828966,0.17,2018.0,364.97946436842847,7455.920047461688,248898.0,R,DENTON,17.86634091603695,True
0.0,33.05317863006009,-97.01518635344536,16.245,0.0,6231.936511613848,558212.7377577368,0.0,R,LEWISVILLE,69.57389191939394,False
1.0,33.19662247908408,-96.85550573921344,0.2009,2024.0,396.27661345193866,8964.709604873067,1168534.0,R,FRISCO,17.517037504881976,False
1.0,33.14175551385826,-97.24173023671896,0.2615,2008.0,429.661829924,10599.419104048227,362151.0,R,DENTON,17.41692504857484,False
1.0,33.18672115362244,-96.86906993181591,0.1408,2006.0,348.9920080344434,6578.881754678933,369146.0,R,FRISCO,18.51308873051131,False
1.0,33.232854891210096,-96.93105461336948,0.175,2022.0,360.1422750753266,7620.014585598345,457921.0,R,,17.021287405612966,False
1.0,32.99909589103475,-97.2681412573598,0.1361,2016.0,333.46606326323484,5920.931505075119,380042.0,R,ROANOKE,18.78076367763504,False
0.0,33.240054424528935,-97.06266872816964,0.658,0.0,830.2659071724755,22646.765870860338,0.0,R,DENTON,30.438848555409475,False
1.0,33.25775156612925,-96.97174366795424,0.149,2023.0,354.07038964222426,6427.633105883433,303956.0,R,AUBREY,19.504199875167867,False
1.0,33.18188690454753,-96.8639109765546,0.2056,2008.0,357.02177153550275,6901.945460508563,414192.0,R,FRISCO,18.46791547103252,False
1.0,33.26219640399079,-97.125440128195,0.131,2018.0,323.5765547076618,5707.552838234348,240795.0,R,DENTON,18.344427064274065,True
0.0,33.23122741026917,-97.15729377222291,5.268,1971.0,2431.8568370499397,228788.7681341392,270244.0,R,DENTON,25.848854924727732,False
1.0,33.107599676544254,-96.92583199123796,0.189,2020.0,381.8936163485845,8075.306238084399,771490.0,R,THE COLONY,18.060334792008607,False
0.0,33.05596416188747,-96.97988183770812,26.658,0.0,7098.895495393216,1088248.2546761911,0.0,R,LEWISVILLE,46.30774001977054,False
0.0,33.13753081113007,-97.15329542945403,0.5,0.0,712.409339124045,18266.341911684107,0.0,R,ARGYLE,27.784822430511813,False
1.0,33.01467868902398,-97.26867458569345,0.1358,2019.0,330.638174790345,6058.801739683057,481848.0,R,ROANOKE,18.043436198394147,False
